Date,Description
"April 19, 1987","Mom puts Calvin to bed and asks if he washed his face and brushed his teeth.  Calvin replies that both he and Hobbes did.  After Mom leaves, Calvin and Hobbes start fighting about which side of the bed each one should be on.  Calvin calls Hobbes ""fuzz-for-brains"".  Calvin hits Hobbes with a pillow.  Hobbes jumps up and pounces on Calvin, who ends up in Hobbes' mouth.  Calvin says Hobbes wins.  Calvin makes a face and says he wishes Hobbes had brushed his teeth.  Hobbes makes a face and says he wishes Calvin had washed his face."
"April 19, 1988","Calvin got a model airplane and asks Hobbes to help him make it.  It's a model of a Phantom jet.  Hobbes notices all the small pieces.  Calvin gives Hobbes half the pieces.  He tells him to put those together, and he'll do the same with his half.  Then, they'll stick the two parts together.  Hobbes asks if they shouldn't read the instructions.  Calvin asks him if he looks like a sissy."
"April 19, 1989","Hobbes gives Calvin a cup of water.  He says drinking from the far side of the glass is supposed to cure hiccups.  Calvin tries to figure out how to do that.  Hobbes says he has to bend his head way over.  Calvin tries it, and water pours over him.  He thanks Hobbes because he now has hiccups and water up his nose.  Hobbes says he thinks most hiccup cures were invented for the amusement of the patient's friends."
"April 19, 1990","Moe hassles Calvin about being a sissy for not signing up for baseball.  Moe says Calvin would rather play with dolls on the playground.  Calvin says he wasn't playing with dolls.  Moe wants to see Calvin's Barbie doll.  Calvin says he's not a wimp and was on his way to the office to sign up for baseball right now.  Standing outside the office door, Calvin wonders why, if he's not a wimp, he's taking the path of least resistance."
"April 19, 1991","Calvin says he's had a pretty good life so far.  In looking back, he only has one regret.  Hobbes asks what that is.  Calvin tells him he regret he wasn't born with opposable toes."
"April 19, 1992","Walking in the woods, Calvin says it's strange evolution would give them a sense of humor.  He thinks it's weird they have a physiological response to absurdity.  He asks Hobbes if it isn't odd they appreciate absurdity.  He asks how a sense of humor benefits them.  Hobbes offers that if they couldn't laugh at things that don't make sense, they couldn't react to a lot of life.  Hobbes walks off.  Calvin says he can't tell if that's funny or really scary."
"April 19, 1993","Calvin tells Susie there is no way he'd consider asking her to the senior prom.  Susie says that's eleven years away.  Calvin figures that will give her enough time to find somebody who will.  Lying upside down against his locker, Calvin says if he'd known her longer, he'd have given her more notice."
"April 19, 1995","Out of the mailbox, Calvin gets a letter he wrote to himself.  He reads it to Hobbes.  It asks what day it is, since he's writing it on Monday.  Calvin says his past self is corresponding with his future self.  Hobbes says it's too bad he can't write back."
"April 2, 1986","Calvin, as Safari Al, hacks through the jungle.  A giant gorilla rips through the foliage and grabs Safari Al.  The gorilla says ""Clean your room"".  Calvin, in his room, looks at Mom who tells him again to clean his room because it's a jungle in there."
"April 2, 1987","Calvin decides he wasn't meant to be a tiger, so he is going to change back.  He has Hobbes set the switch to turn him back to ""Calvin"" and ZAP!  As Hobbes says ""OOPS!"", Calvin comes out from the box looking like a frog.  He tells Hobbes to ""try again, lunkhead""."
"April 2, 1988","Calvin says Saturday is the best day of the week.  There are no demands, he says.  He and Hobbes go to the sofa.  The day stretches before him with unlimited opportunity.  What better way to appreciate that opportunity than squandering it by watching cartoons all day."
"April 2, 1989","Spaceman Spiff blasts across the galaxy.  Miss Wormwood asks Calvin to demonstrate the next problem.  A Zok death sloop appears and fries Spiff's stabilizers.  He hurls out of control toward his doom.  Calvin writes the math problem on the chalkboard.  The situation is desperate.  What can our hero do?  He downshifts his spacecraft and...stalls.  Calvin writes a bunch of numbers and lines on the board.  The class bell rings.  Oh, darn, out of time.  Spaceman Spiff once again beats all odds to save the day."
"April 2, 1990","Calvin tells Hobbes that if they get out of line once, Rosalyn will kill them.  Then, when Mom and Dad return, they'll get killed again.  Hobbes says that's that.  Calvin refuses to admit defeat.  He runs into the closet saying things look grim for them, but not for .....Stupendous Man!  Champion of liberty, foe of tyranny.  Hobbes tells Calvin he's going to get into bed now and avoid the rush."
"April 2, 1991",The duplicate says he's going to fight Calvin.  FFTT!  He disappears.  He had an evil thought.  Hobbes calls it another casualty of applied metaphysics.  Calvin says his ethicator machine must've had a built-in moral compromise spectral release phantasmatron.  He says he's a genius.
"April 2, 1992","Calvin says an article he's reading says by age six, most children have watched 5000 hours of TV.  Calvin says he hasn't watched that much.  He complains about being deprived of cultural references and being ignorant of countless amazing products.  He rushes off saying he can get in a few extra hours of TV watching before bedtime.  As Calvin watches TV, Hobbes says it's remedial vegetation."
"April 2, 1993","Walking along, Calvin yells that something's crawling down his leg.  He finds it's just a couple of pennies.  He has a hole in his pocket.  Calvin tells Hobbes you never know when a crazed rodent with cold feet might be running loose in your pants.  Hobbes says that's another reason not to wear them."
"April 2, 1994",Calvin sees a bug eating another bug.  Hobbes says yuck.  They both act like they're creeped out.  Calvin says he can't believe they looked at that.  They are both grossed out.  Calvin says great experiences are even better when they're shared.
"April 2, 1995","Dad puts his bicycle together.  Calvin laughs at Dad in his riding gear.  Dad rides along with cars yelling at him.  He falls down a hill.  Bandaged and bruised, Dad returns home carrying the bicycle.  Calvin laughs at him again.  In the tub, Dad says the secret to enjoying your job is to have a hobby that's even worse."
"April 20, 1986","Calvin has a cough, so Mom heads off to get cough medicine.  Calvin tells he it was Hobbes coughing. Hobbes says it was not, but Calvin tells him the cough syrup tastes awful.  Hobbes refuses to take the medicine.  Mom comes into the room and gives it to Calvin as he loudly protests that Hobbes was coughing.  Calvin gags on the medicine.  He then tries to convince Hobbes it tastes real good and to try some.  Hobbes isn't buying that story."
"April 20, 1987","Calvin tells Hobbes he needs to give a five minute oral report in school on Thursday.  Calvin explains they're supposed to research the subject, write it up, and present it to the class with a visual aid.  Hobbes says that's a big assignment. Calvin says he hates his teacher.  He says she knows they'll all do it the last night, but she gave them three days to worry about it."
"April 20, 1988","Calvin has the model kit on the floor with newspaper under it.  Hobbes notices the instructions are in three languages.  Calvin gets some glue on his hands.  Hobbes says the instructions start in English, but then go into French and Spanish.  Calvin is getting glue all over and says it's worse than mozzarella cheese.  Hobbes can't believe the model is for kids six and up.  Calvin now has glue on his shoes and both hands.  Hobbes says you have to be tri-lingual just to read the instructions.  Calvin hopes Mom likes the newspaper on the floor, because it's sure not going anywhere."
"April 20, 1989","Calvin says the hiccups are killing him.  Hobbes says eating a spoonful of sugar is supposed to help.  Calvin tries it.  Hobbes asks if he's cured.  Calvin says no, he better eat some more.  He digs the spoon back into the sugar."
"April 20, 1990","Calvin tells Hobbes he signed up to play baseball at recess, even though he doesn't like it that much.  Calvin likes playing with Hobbes, because they get to do everything.  Hobbes admits he likes the part when they argue over the rules.  Calvin figures it will be boring playing the game the way it's supposed to be played.  Hobbes asks if Calvin even knows the right way to play.  Calvin asks what happens if they make him a halfback.  He wonders if he can tackle the shortstop or not."
"April 20, 1991","Calvin has a bat and tosses a baseball into the air.  As it falls, he swings and misses.  He walks off.  He returns with a beachball."
"April 20, 1992","Mom chases Calvin to go to school.  He complains his horoscope says he's irresistible to girls today.  He keeps running, asking what if Susie kisses him.  Dad watches all this while reading the paper.  Mom catches Calvin and yells for Dad to get his feet while she pries his fingers loose.  Dad wonders what it would cost to rent a place in town."
"April 20, 1993",Calvin sees Hobbes sprawled sleeping on the chair.  He tells Hobbes that tigers are actually classified as liquids.
"April 20, 1995",Calvin got another letter from his past self.  The note reads that the future Calvin has done things the past Calvin hadn't yet done.  He calls the future Calvin a lucky dog.  Calvin feels sorry for himself two days ago.
"April 21, 1986","Calvin, trying to build a model airplane, can't get it to look right.  He complains the directions are impossible. In a fit of anger, he smashes the model with a hammer.  He then declares the airplane a victim of antiaircraft fire.  Hobbes notes Calvin's planes do seem to run into those."
"April 21, 1987","Hobbes asks the subject of Calvin's report.  Calvin replies ""the brain"".  Hobbes asks what Calvin knows about brains.  Calvin tells him he saw a movie where a guy's brain was kept alive in a tank of water.  A power surge mutated the brain, and it crawled out and terrorized the populace.  Hobbes says that's informative.  Calvin laments that unfortunately for his report, Mom caught him and he didn't get to see how it ended."
"April 21, 1988","Calvin breaks one of the wheel struts.  He complains the parts are made so small.  He figures that piece is optional.  Hobbes can't get his wheel in the wheel well of the plane.  Calvin tries but breaks that, as well.  Hobbes says the plane is in for some rough landings."
"April 21, 1989","Calvin stops.  His hiccups went away by themselves.  He's relieved.  Suddenly, Hobbes pounces on Calvin.  He asks Calvin if he scared him and cured his hiccups.  Calvin hiccups several times."
